Wickeder Hellweg 100 - 104, 44319 Dortmund
Mackenrothweg 6, 44328 Dortmund
Altenderner Str. 18, 44329 Dortmund
Bayrische Str. 155, 44339 Dortmund
Bodelschwingher Str. 147, 44357 Dortmund
Am Hohen Teich 27, 44359 Dortmund
Mengeder Str. 413, 44359 Dortmund
Varziner Str. 7 - 17, 44369 Dortmund
Frohlinder Str. 12, 44379 Dortmund
Germaniastr. 37, 44379 Dortmund
Lütgendortmunder Straße 146, 44388 Dortmund
Provinzialstr. 387G, 44388 Dortmund
Kaiserstr. 62, 44135 Dortmund
Rodenbergstr. 23, 44287 Dortmund
Evinger Str. 538, 44339 Dortmund
Bahnhofsplatz 42, 28195 Bremen
Obernstraße 44, 28195 Bremen
Dötlinger Str. 3, 28197 Bremen
Hermann-Ritter-Str. 102, 28197 Bremen
Pappelstr. 85, 28199 Bremen
Westerstr. 19, 28199 Bremen
Buntentorsteinweg 171, 28201 Bremen
Vor dem Steintor 74, 28203 Bremen
Am Hulsberg 8 - 16, 28205 Bremen
Stader Straße 107, 28205 Bremen
Wachmannstr. 64, 28209 Bremen
Schwachhauser Heerstr. 207, 28211 Bremen
Kulenkampffallee 184, 28213 Bremen
Hemmstr. 157 B, 28215 Bremen
Hemmstr. 212-214, 28215 Bremen
Hemmstraße 344-346, 28215 Bremen
Am Winterhafen 5, 28217 Bremen
Holsteiner Str. 91-99, 28219 Bremen
Seewenje Straße 77, 28237 Bremen
Gröpelinger Heerstr. 251-257, 28239 Bremen
Kalmsweg 1 - 1a, 28239 Bremen
Alte Heerstrasse 2, 28259 Bremen
Alter Dorfweg 30-50/Roland-Center, 28259 Bremen
Arberger Heerstr. 31, 28307 Bremen
Hannoversche Str. 138, 28309 Bremen
Sankt-Gotthard-Straße 3-5, 28325 Bremen
Max-Säume-Straße 5-7, 28327 Bremen
Oberneulander Heerstraße 40, 28355 Bremen
Borgfelder Heerstr. 44, 28357 Bremen
Kopernikusstr. 31-35, 28357 Bremen
Leher Heerstr. 128, 28357 Bremen
Gerold-Janssen-Str. 2, 28359 Bremen
Bremerhavener Heerstr. 19C, 28717 Bremen
Georg-Gleistein-Str. 115, 28757 Bremen
Auf der Hohwisch 42, 28207 Bremen
Erasmusstr. 12-14, 28217 Bremen
Alfred-Faust-Str. 9, 28277 Bremen
Berliner Freiheit 11, 28327 Bremen
Vahrer Str. 279-281, 28329 Bremen
Am Porscheplatz 2, 45127 Essen
Limbecker Platz 1a, 45127 Essen
Bredeneyer Str. 4a, 45133 Essen
Frankenstr. 54, 45134 Essen
Eleonorastr. 42, 45136 Essen
Steeler Str. 178, 45138 Essen
Stoppenberger Str. 61, 45141 Essen
Frohnhauser Str. 238-240, 45144 Essen
Kerckhoffstr. 156 a, 45144 Essen
Gemarkenstr. 43 - 45, 45147 Essen
Hauptstr. 43-61, 45219 Essen
Hinsbecker Löh 16, 45257 Essen
Schangstr. 5, 45259 Essen
Grendplatz 5, 45276 Essen
Isingertor 14, 45276 Essen
Dumberger Str. 2, 45289 Essen
Lierfeldstr. 3, 45326 Essen
Katernberger Str. 42, 45327 Essen
Sigambrerweg 2, 45329 Essen
Am Ellenbogen 24D, 45355 Essen
Frintroper Straße 420, 45359 Essen
Rüttenscheider Str. 94, 45130 Essen
Rellinghauser Str. 239, 45136 Essen
Frillendorfer Str. 242, 45139 Essen
Hallostr. 13-15, 45141 Essen
Heidhauser Str. 94, 45239 Essen
Friedrichstr. 7, 01067 Dresden
Schweriner Str. 12, 01067 Dresden
Wallstr. 2b, 01067 Dresden
Bergstr. 56a, 01069 Dresden
Prager Str. 1, 01069 Dresden
Bautzner Str. 31, 01099 Dresden
Hans-Oster-Str. 2-2a, 01099 Dresden
Pirnaer Landstr. 230, 01259 Dresden
Putjatinstr. 7, 01259 Dresden
Enderstr. 59, 01277 Dresden
Elisenstr. 29, 01307 Dresden
Straßburger Platz 1, 01307 Dresden
Pillnitzer Landstr. 313 B, 01326 Dresden
Königsbrücker Str. 62, 01099 Dresden
Travemünder Str. 3, 01109 Dresden
Sternstr. 2a, 01139 Dresden
Kesselsdorfer Str. 1, 01159 Dresden
Kesselsdorfer Str. 24 b, 01159 Dresden
Pirnaer Landstr. 145, 01257 Dresden
Str. des 17. Juni 32, 01257 Dresden
Schandauer Str. 23 b, 01309 Dresden
Webergasse 1, 01067 Dresden
Josephsplatz 14-16, 90403 Nürnberg
Äusserer Laufer Platz 24, 90403 Nürnberg
Schweppermannstr. 27, 90408 Nürnberg
Kölner Str. 21, 90425 Nürnberg
Lichtenfelser Straße 2a, 90427 Nürnberg
Fürther Str. 221 b, 90429 Nürnberg
Am Leonhardspark 3 - 5, 90439 Nürnberg
Geisseestraße 42, 90439 Nürnberg
Ernst-Sachs-Str. 2, 90441 Nürnberg
Katzwanger Hauptstr. 102, 90453 Nürnberg
Radmeisterstr. 3, 90455 Nürnberg
Wölckernstr. 9 - 11, 90459 Nürnberg
Matthäus-Herrmann-Platz 2, 90471 Nürnberg
Bregenzer Str. 15, 90475 Nürnberg
Fischbacher Hauptstr. 200, 90475 Nürnberg
Zerzabelshofstr. 29, 90478 Nürnberg
Ostendstr. 111, 90482 Nürnberg
Rollnerstr. 28, 90408 Nürnberg
Landgrabenstr. 43-45, 90443 Nürnberg
Gebersdorfer Str. 67, 90449 Nürnberg
Glogauerstr. 30-38, 90473 Nürnberg
Schweiggerstr. 2, 90478 Nürnberg
Brückenstr. 22, 90419 Nürnberg
Kirchenweg 5, 90419 Nürnberg
Schnieglinger Str. 63, 90419 Nürnberg
Hannoversche Str. 92, 30627 Hannover
Ernst-August-Platz 2, 30159 Hannover
Georgstraße 21, 30159 Hannover
Isernhagenerstr. 18, 30161 Hannover
Lister Meile 77-79, 30161 Hannover
Isernhagener Str. 103-107, 30163 Hannover
Rühmkorffstr. 20, 30163 Hannover
Voßstraße 55, 30163 Hannover
Waldstraße 15, 30163 Hannover
Philipsbornstr. 2 a, 30165 Hannover
Bodestr. 2-6, 30167 Hannover
Kopernikusstr. 1-5, 30167 Hannover
Hildesheimer Str. 27-29, 30169 Hannover
Hildesheimer Str. 45, 30169 Hannover
Marienstr. 45-47, 30171 Hannover
Spielhagenstr. 23 A, 30171 Hannover
Stüvestr. 7, 30173 Hannover
Carl-Hornemann-Straße 16, 30177 Hannover
Holzwiesen 86, 30179 Hannover
Kurländer Weg 7, 30419 Hannover
Mandelslohstr. 1, 30419 Hannover
Göttinger Str. 30, 30449 Hannover
Schwarzer Bär 4, 30449 Hannover
Limmerstr. 4, 30451 Hannover
Heisterbergallee 99, 30453 Hannover
Wunstorfer Str. 26, 30453 Hannover
Zur Wasserstadt 4, 30453 Hannover
Lenther Str. 1, 30455 Hannover
Auf dem Sohlorte 1, 30457 Hannover
An der Wollebahn 4, 30519 Hannover
Karlsruher Str. 2, 30519 Hannover
Wülferoder Str. 51, 30539 Hannover
Großer Hillen 2a/2b, 30559 Hannover
Ohefeldweg 9, 30559 Hannover
Heidering 4, 30625 Hannover
Schierholzstr. 59, 30655 Hannover
Melanchthonstr. 57, 30165 Hannover
Am Fuhrenkampe 12, 30419 Hannover
Badenstedter Str. 130, 30453 Hannover
Tresckowstr. 14-18, 30457 Hannover
Bemeroder Str. 93, 30539 Hannover
Elmstr. 10, 30657 Hannover
Eschenstr. 120, 47055 Duisburg
Herbststr. 20, 47137 Duisburg
Hamborner Altmarkt 1, 47166 Duisburg
Holtener Str. 206, 47167 Duisburg
Römer Str. 244, 47228 Duisburg
Mündelheimer Str. 132, 47259 Duisburg
Fischerstr. 110-112, 47055 Duisburg
Blumenthalstr. 56, 47058 Duisburg
Friedrich-Ebert-Str. 358, 47139 Duisburg
Trompeter Straße 12 a, 47228 Duisburg
Rathausallee 11, 47239 Duisburg
Viktoriastr. 14, 44787 Bochum
Joachimstr. 27 - 29, 44789 Bochum
Hattinger Str. 223A, 44795 Bochum
Hattingerstr. 338, 44795 Bochum
Kemnader Str. 304, 44797 Bochum
Querenburger Höhe 208, 44801 Bochum
Wittener Str. 129-133, 44803 Bochum
Wittener Str. 248, 44803 Bochum
Castroper Hellweg 20, 44805 Bochum
Hiltroper Str. 450, 44805 Bochum
Lothringer Str. 32, 44805 Bochum
Hochstr. 23, 44866 Bochum
Wattenscheider Hellweg 163-165, 44867 Bochum
Westenfelder Str. 202, 44867 Bochum
Am Thie 9, 44869 Bochum
Nörenbergstr. 25, 44894 Bochum
Kortumstr. 100 (EKZ Bongart), 44787 Bochum
Kortumstr. 17, 44787 Bochum
Königsallee 30, 44789 Bochum
Karl-Friedrich-Str. 116, 44795 Bochum
Brenscheder Str. 56a, 44799 Bochum
Hattinger Str. 807, 44879 Bochum
Alte Freiheit 9, 42103 Wuppertal
Tannenbergstr. 58, 42103 Wuppertal
Uellendahler Str. 402, 42109 Wuppertal
Am Raukamp 2, 42111 Wuppertal
Blankstr. 40, 42119 Wuppertal
Hatzfelder Str. 296, 42281 Wuppertal
Klingelholl 110, 42281 Wuppertal
Unterdoernen 61-63, 42283 Wuppertal
Am Stationsgarten 2, 42327 Wuppertal
Küllenhahner Str. 56, 42349 Wuppertal
Ascheweg 19, 42369 Wuppertal
Friedrich - Engels - Allee 279, 42285 Wuppertal
Widukindstr. 34, 42289 Wuppertal
Unterkirchen 22, 42349 Wuppertal
August-Bebel-Str. 116A, 33602 Bielefeld
Bahnhofstr. 28, 33602 Bielefeld
Obernstr. 35-37, 33602 Bielefeld
Detmolder Straße 320, 33605 Bielefeld
Beckhausstr. 64, 33611 Bielefeld
Apfelstr. 8, 33613 Bielefeld
Babenhauser Str. 20, 33613 Bielefeld
Dürerstraße 57, 33615 Bielefeld
Windelsbleicher Straße 210 a, 33659 Bielefeld
Sennestadtring 27-29, 33689 Bielefeld
Oerlinghauser Str. 10, 33699 Bielefeld
Epiphanienweg 1A, 33739 Bielefeld
Friedensplatz 1-3, 53111 Bonn
Römerstr. 214-216, 53117 Bonn
Paulusplatz 4, 53119 Bonn
Immenburgstr. 42, 53121 Bonn
Pleimesstr. 3, 53129 Bonn
Küdinghovener Str. 141, 53225 Bonn
Heerstr. 40-42, 53111 Bonn
Kölnstr. 154, 53111 Bonn
Weberstr. 118, 53113 Bonn
Pariser Str. 34, 53117 Bonn
Am Schickshof 6, 53123 Bonn
Edisonallee 1, 53125 Bonn
Pützstr. 25-27, 53129 Bonn
Wurzerstr. 103-105, 53175 Bonn
Friedrich-Breuer-Str. 58, 53225 Bonn
Am Buschhof 19, 53227 Bonn
Am Weidenbach 31, 53229 Bonn
Am Michaelshof 2, 53177 Bonn
Koblenzer Str. 36, 53177 Bonn
Mannheimer Straße 38a, 68309 Mannheim Käfertal
N 1, 68161 Mannheim
N7 2A -4, 68161 Mannheim
Q6/Q7, 68161 Mannheim
S 6 29 - 32, 68161 Mannheim
Lindenhofstr. 91, 68163 Mannheim
Rheinhäuser Str. 101-103, 68165 Mannheim
Lange Rötter Str. 11 - 17, 68167 Mannheim
Ulmenweg 9, 68167 Mannheim
Steubenstr. 76, 68199 Mannheim
Amselstr. 10, 68307 Mannheim
Geschwister-Grünbaum-Str. 17, 68309 Mannheim
Rheingoldstr. 18-20, 68199 Mannheim
Relaisstr. 21 - 27, 68219 Mannheim
Alte Frankfurter Str. 23, 68305 Mannheim
Dornheimer Ring 96-98, 68309 Mannheim
Erzbergerstr. 100, 76133 Karlsruhe
Hans - Sachs - Str. 8, 76133 Karlsruhe
Kaiserstr. 227 - 229, 76133 Karlsruhe
EBERTSTR. 40, 76137 KARLSRUHE
Werderstrasse 46 - 48, 76137 Karlsruhe
Gellertstr. 33, 76185 Karlsruhe
Rheinstrasse 36, 76185 Karlsruhe
Josef - Schofer - Str. 14, 76187 Karlsruhe
Am Anger 27a, 76189 Karlsruhe
Ostendorfplatz 4, 76199 Karlsruhe
Georg - Friedrich - Str. 9, 76131 Karlsruhe
Theodor-Rehbockstr. 11, 76131 Karlsruhe
Ettlinger-Tor-Platz 1, 76133 Karlsruhe
Hermann-Hoepker-Aschoff-Str. 1, 76149 Karlsruhe
Raiherwiesenstr. 38, 76227 Karlsruhe
Roggenmarkt 15 - 16, 48143 Münster
Von-Steuben-Straße 13, 48143 Münster
Warendorfer Str. 189, 48145 Münster
Geiststr. 2 - 4, 48151 Münster
Bremer Platz 50, 48155 Münster
Hansaring 59 - 65, 48155 Münster
Dorpatweg 8, 48159 Münster
Westhoffstr. 1, 48159 Münster
Nottulner Landweg 104, 48161 Münster
Rüschhausweg 149 - 151, 48161 Münster
Alter Steinweg 26-28, 48143 Münster
Warendorfer Str. 54, 48145 Münster
Am Kreuztor 5-6, 48147 Münster
Catharina-Müller-Str. 4-8, 48149 Münster
Steinfurter Str. 23-25, 48149 Münster
Von-Esmarch-Str. 164-168, 48149 Münster
Metzer Str. 62-64, 48151 Münster
Hammer Str. 91, 48153 Münster
Wolbecker Str. 44, 48155 Münster
Westhoffstr. 140 b, 48159 Münster
Bürgermeister-Fischer-Str. 11, 86150 Augsburg
Maximillianstrasse 7, 86150 Augsburg
Viktoriastr. 3, 86150 Augsburg
Frauentorstr. 39, 86152 Augsburg
Jakoberwallstr. 9, 86153 Augsburg
Prinzstr. 49b, 86153 Augsburg
Donauwörther Str. 64, 86154 Augsburg
Ulmer Str. 85, 86156 Augsburg
Stadtberger Str. 99, 86157 Augsburg
Am Technologiezentrum 1, 86159 Augsburg
Hochzoller Str. 7-9, 86163 Augsburg
Zwölf-Apostel-Platz 12, 86163 Augsburg
Neuburger Str. 176, 86167 Augsburg
Neuburger Str. 40, 86167 Augsburg
Schillstr. 111, 86169 Augsburg
Haunstetter Str. 239-241, 86179 Augsburg
Im Tal 9, 86179 Augsburg
Jakob-Krause-Str. 6, 86199 Augsburg
Wiesbadener Straße 85, 55252 Wiesbaden
Langgasse 32, 65183 Wiesbaden
Taunusstr. 66, 65183 Wiesbaden
Bleichstraße 2, 65185 Wiesbaden
Kirchgasse 6 (Luisenforum), 65185 Wiesbaden
Moritzstr. 30, 65185 Wiesbaden
Erich-Ollenhauer-Str. 70, 65187 Wiesbaden
Schiersteiner Str. 58, 65187 Wiesbaden
Bahnhofsplatz 3, 65189 Wiesbaden
Rostocker Str. 1, 65191 Wiesbaden
Sonnenberger Str. 96, 65193 Wiesbaden
Eltviller Str. 19-21, 65197 Wiesbaden
Flachstr. 13, 65197 Wiesbaden
Hans-Boeckler-Str. 1a, 65199 Wiesbaden
Rathausstr. 32, 65203 Wiesbaden
Berliner Str. 207-211, 65205 Wiesbaden
Siemensstr. 6, 65205 Wiesbaden
Wallauer Hohl 1, 65207 Wiesbaden
Kostheimer Landstraße 40d, 55246 Wiesbaden
Steinern Straße 27, 55252 Wiesbaden
Biebricher Allee 112, 65187 Wiesbaden
Fuchsstraße 2, 65187 Wiesbaden
Aarstraße 32, 65195 Wiesbaden
Comeniusstraße 11, 65195 Wiesbaden
Anne-Frank-Straße 1, 65197 Wiesbaden
Rheintalstraße 10, 65199 Wiesbaden
Schönbergstraße 13, 65199 Wiesbaden
Berliner Straße 277-279, 65205 Wiesbaden
Pfarrmorgen 2, 65205 Wiesbaden
Margarethe-Zingler-Platz 1, 45879 Gelsenkirchen
Wilhelminenstr. 122, 45881 Gelsenkirchen
Steeler Str. 89-95, 45884 Gelsenkirchen
Am Dördelmannshof 6, 45886 Gelsenkirchen
Ückendorfer Str. 37, 45886 Gelsenkirchen
Brüsseler Str. 2, 45888 Gelsenkirchen
Ewaldstr. 51, 45892 Gelsenkirchen
Im Emscherbruch 83-85, 45892 Gelsenkirchen
Königswiese 41, 45894 Gelsenkirchen
Sankt - Urbanus - Kirchplatz 7, 45894 Gelsenkirchen
Horster Str. 212, 45897 Gelsenkirchen
Essener Str. 110, 45899 Gelsenkirchen
Overwegstr. 70, 45881 Gelsenkirchen
Feldhauser Straße 196, 45896 Gelsenkirchen
Hindenburgstr. 73, 41061 Mönchengladbach
Lindenstr. 274-276, 41063 Mönchengladbach
Lürriper Str. 17, 41065 Mönchengladbach
Ottostr. 3-5, 41238 Mönchengladbach
Rheydter Str. 220, 41065 Mönchengladbach
Waldnieler Str. 251, 41068 Mönchengladbach
Beckrather Str. 39, 41189 Mönchengladbach
Burgfreiheit 96-98, 41199 Mönchengladbach
Marktstr. 29, 41236 Mönchengladbach
Mülforter Str. 37, 41238 Mönchengladbach
Kaiserplatz 1 / Adalbertstr. 100, 52062 Aachen
Kapuzinergraben 19F, 52062 Aachen
Markt 29-31, 52062 Aachen
Lütticher Str. 17a, 52064 Aachen
Bismarckstr. 137, 52066 Aachen
Krugenofen 62-70, 52066 Aachen
Freunder Landstr. 33-35, 52078 Aachen
Königsberger Str. 1, 52078 Aachen
Pontdriesch 10-12, 52062 Aachen
Schleidener Str. 159, 52076 Aachen
Von-Coels-Str. 206, 52080 Aachen
Ritterbrunnen 1, 38100 Braunschweig
Sack 4, 38100 Braunschweig
Berliner Straße 53, 38104 Braunschweig
Am Denkmal 5, 38112 Braunschweig
Am Schwarzen Berge 71, 38112 Braunschweig
Celler Straße 29-32, 38114 Braunschweig
Wendenring 2, 38114 Braunschweig
Bugenhagenstr. 1 A, 38118 Braunschweig
Goslarsche Str. 61, 38118 Braunschweig
Elbestr. 21-23, 38120 Braunschweig
Lichtenberger Str. 51, 38120 Braunschweig
Hans-Jürgen-Str. 10, 38112 Braunschweig
Holstenstr. 1, 24103 Kiel
Knooper Weg 41-43, 24103 Kiel
Wilhelminenstraße 10, 24103 Kiel
Holtenauer Str. 69-71, 24105 Kiel
Eckernförder Str. 362, 24107 Kiel
Göteborgring 3, 24109 Kiel
Hamburger Chaussee 114, 24113 Kiel
Kirchhofallee 66a, 24114 Kiel
Sophienblatt 25-27/Hauptbahnhof, 24114 Kiel
Winterbeker Weg 44, 24114 Kiel
Gutenbergstr. 77, 24116 Kiel
Weißenburgstr. 15, 24116 Kiel
Karlstal 27 a, 24143 Kiel
Landskroner Weg 2, 24146 Kiel
Schönberger Str. 133, 24148 Kiel
Langer Rehm 22, 24149 Kiel
An der Schanze 40, 24159 Kiel
Langenfelde 126a, 24159 Kiel
Richthofenstr. 57, 24159 Kiel
Projensdorfer Str. 148-150, 24106 Kiel
Lohstr. 1, 09111 Chemnitz
Beyerstr. 1 / Ecke Limbacher Str., 09113 Chemnitz
Oberfrohnaer Str. 63 + 65, 09117 Chemnitz
Wladimir-Sagorski-Str. 22, 09122 Chemnitz
Annaberger Str. 317 - ACC, 09125 Chemnitz
Reichenhainer Str. 55, 09126 Chemnitz
Planitzwiese 8, 09130 Chemnitz
Waldenburger Str. 33, 09116 Chemnitz
Schönebecker Str. 60, 39104 Magdeburg
Ebendorfer Str. 20, 39108 Magdeburg
Große Diesdorfer Str. 186, 39110 Magdeburg
Kümmelsberg 50, 39110 Magdeburg
Lunochodstr. 109, 39118 Magdeburg
Hopfenbreite 63, 39120 Magdeburg
Lübecker Str. 107, 39124 Magdeburg
Ernst-Reuter-Allee 11, 39104 Magdeburg
Friedrich-Ebert-Str. 73, 39114 Magdeburg
Salvador-Allende-Str. 35, 39126 Magdeburg
Heinrich-Schmutze-Str. 2, 39130 Magdeburg
Kaiser-Joseph-Str. 165, 79098 Freiburg
Merzhauser Str. 172, 79100 Freiburg
Tullastr. 50, 79108 Freiburg
Auwaldstr. 90, 79110 Freiburg
Breisacher Str. 147, 79110 Freiburg
Sundgauallee 55, 79114 Freiburg
Schwarzwaldstr. 80, 79117 Freiburg
Talstr. 4, 79102 Freiburg
St. Erentrudisstr. 1a, 79112 Freiburg
Hochstr. 114, 47798 Krefeld
Marktstr. 97, 47798 Krefeld
Philadelphiastr. 59, 47799 Krefeld
Uerdinger Str. 123 - 125, 47799 Krefeld
Magdeburger Str. 9, 47800 Krefeld
Lehmheide 5-17, 47805 Krefeld
Düsseldorfer Str. 304, 47809 Krefeld
Breslauer Str. 1, 47829 Krefeld
Cloppenburger Str. 31-34, 06126 Halle
Kellnerstr. 4, 06108 Halle (Saale)
Leipziger Str. 94, 06108 Halle (Saale)
Frau-von-Selmnitz-Str. 4, 06110 Halle (Saale)
Torstr. 38-40, 06110 Halle (Saale)
Hans-Dietrich-Genscher-Platz 1, 06112 Halle
Krausenstr. 7, 06112 Halle (Saale)
Neustädter Passage 17, 06122 Halle (Saale)
Merseburger Str. 401, 06132 Halle (Saale)
Carl-Robert-Str. 4, 06114 Halle (Saale)
Delitzscher Str. 120, 06116 Halle (Saale)
Alte Mainzer Straße 12, 55129 Mainz
Hintere Bleiche 34-38, 55116 Mainz
Kronberger Hof 1, 55116 Mainz
Rheinstr. 4, 55116 Mainz
Adam-Karrillon-Str. 23A, 55118 Mainz
Erthalstr. 1/Bonifaziusstr. 3, 55118 Mainz
Elbestraße 66, 55122 Mainz
Am Obstmarkt 17, 55126 Mainz
Wilhelmsstr. 2, 55128 Mainz
Göttelmannstr. 11, 55130 Mainz
Augustusplatz/Langenbeckstr. 4, 55131 Mainz
Geschwister-Scholl-Str. 2a, 55131 Mainz
Nackstraße 31-33, 55118 Mainz
Rheinallee 64, 55120 Mainz
Bürgermeister-Alexander-Straße 1, 55122 Mainz
Dijonstr. 97, 55122 Mainz
Am Leichborn 8, 55124 Mainz
Hindemithstr. 29, 55127 Mainz
Rheinhessenstraße 21, 55129 Mainz
Töngesstr. 40, 55129 Mainz
Oppenheimer Straße 67, 55130 Mainz
Anger 1-3, 99084 Erfurt
Neuwerkstr. 23, 99084 Erfurt
Ammertalweg 1, 99086 Erfurt
Eislebener Str. 1, 99086 Erfurt
Magdeburger Allee 146, 99086 Erfurt
Julius-Leber-Ring 5a, 99087 Erfurt
Auenstr. 51, 99089 Erfurt
Nordhäuser Str. 72 A, 99089 Erfurt
Pestalozzistr./Fröbelstr. 17, 99092 Erfurt
Robert-Schumann-Str. 12, 99096 Erfurt
Am Drosselberg 47, 99097 Erfurt
Geraer Str. 20 A, 99099 Erfurt
Scharnhorststr. 64, 99099 Erfurt
Mainzer Str. 39, 99089 Erfurt
Anger 7, 99084 Erfurt (Parkhaus Reglermauer)
Breite Str. 36-42, 23552 Lübeck
Mühlenstr. 34-48/Kapitelstr. 1-3, 23552 Lübeck
Sandstr. 24-28, 23552 Lübeck
Wahmstr./Sandstr. 1-5, 23552 Lübeck
Schwartauer Allee 50, 23554 Lübeck
Ziegelstr. 232, 23556 Lübeck
Ziegelstr. 7, 23556 Lübeck
Moislinger Allee 56-58, 23558 Lübeck
Kronsforder Allee 74, 23560 Lübeck
Krummeck 13, 23562 Lübeck
Polarisweg 1, 23562 Lübeck
Pelzer Str. 14 B, 23564 Lübeck
Brandenbaumer Landstraße 261, 23566 Lübeck
Kantstr. 15-17, 23566 Lübeck
Glashüttenweg 30-32, 23568 Lübeck
Kirchplatz 10, 23569 Lübeck
Andersenring 3, 23560 Lübeck
Gneversdorfer Weg 3, 23570 Lübeck
Mönkhofer Weg 52, 23562 Lübeck
Danziger Str. 132, 46045 Oberhausen
Ebertstr. 6, 46045 Oberhausen
Duisburger Str. 531, 46049 Oberhausen
Fahnhorststr. 101, 46117 Oberhausen
Im Wiedemhof 2, 46117 Oberhausen
Königshardter Str. 101-103, 46145 Oberhausen
Dudeler Str. 11, 46147 Oberhausen
Hans-Sachs-Allee 13a, 18057 Rostock
Goerdeler Str. 50, 18069 Rostock
Güstrower Str. 6, 18109 Rostock
Hannes-Meyer-Platz 23, 18146 Rostock
Salvador-Allende-Str. 46, 18147 Rostock
Nobelstr. 50-51, 18059 Rostock
An der Stadtautobahn 62/63, 18119 Rostock
Friedhofsweg 2, 18057 Rostock
Schiffbauerring 70, 18109 Rostock
Kurt-Schumacher-Str. 2, 34117 Kassel
Westring 40-42, 34127 Kassel
Nordshaeuser Str.40, 34132 Kassel
Sternbergstr. 10-12, 34121 Kassel
Wittrockstraße 3, 34121 Kassel
Görlitzer Straße 39, 34123 Kassel
Heiligenröder Straße 84-86, 34123 Kassel
Holländische Straße 236 A, 34127 Kassel
Philippinenhöfer Weg 34, 34127 Kassel
Ahnatalstraße 79, 34128 Kassel
Kronenackerstraße 2, 34132 Kassel
Frankfurter Straße 225, 34134 Kassel
Leuschnerstraße 82, 34134 Kassel
Friedrich-Ebert-Straße 104, 34119 Kassel
Minervastr. 24, 58089 Hagen
Eilper Str. 64, 58091 Hagen
Karl-Ernst-Osthaus-Str. 90, 58093 Hagen
Lützowstr. 111, 58095 Hagen
Mittelstr. 20, 58095 Hagen
Schwerter Str. 3, 58099 Hagen
Bahnstr. 11, 58119 Hagen
Lindenbergstr. 1, 58119 Hagen
Enneper Str. 146, 58135 Hagen
Vollbrinkstr. 9, 58135 Hagen
Natruper Str. 88, 49170 Hagen am Teutoburger Wald
Potsdamer Str. 177, 14469 Potsdam
Potsdamer Chaussee 28, 14476 Potsdam
Nedlitzer Str. 19c, 14469 Potsdam
Breite Str. 27, 14471 Potsdam
Haeckelstr. 30, 14471 Potsdam
Anni-von-Gottberg-Str. 8, 14480 Potsdam
Galileistr. 16, 14480 Potsdam
Johannes-Kepler-Platz 5, 14480 Potsdam
Ludwig-Boltzmann-Str. 8, 14469 Potsdam
In der Feldmark 3a, 14476 Potsdam
An der Alten Zauche 45, 14478 Potsdam
Schilfhof 22, 14478 Potsdam
Lotte-Pulewka-Str. 8, 14473 Potsdam
Trierer Str. 1 / Europagalerie, 66111 Saarbrücken
Am Rastpfuhl 2a, 66113 Saarbrücken
Mettlacher Str. 9-11, 66115 Saarbrücken
Dudweiler Landstraße 141, 66123 Saarbrücken
Kreisstr. 76 - 82, 66127 Saarbrücken
Kaiserstr. 43 e, 66133 Saarbrücken
Marktzentrum 1 / Ringelsmorgen, 57577 Hamm
Heideweg 2, 59069 Hamm
Ostwennemarstr. 118, 59071 Hamm
Ahlener Str. 132, 59073 Hamm
Rautenstrauchstr. 55, 59075 Hamm
Römerstr. 32, 59075 Hamm
Quellenstr. 4, 59077 Hamm
Alleestr. 12, 59065 Hamm
Schloßplatz 3, 26122 Oldenburg
Hochheider Weg 3-7, 26123 Oldenburg
Hauptstr. 89 - 95, 26131 Oldenburg
Alter Postweg 125, 26133 Oldenburg
Kieler Chaussee 4 a, 23758 Oldenburg
Donnerschweer Str. 210, 26123 Oldenburg
Oppauerstr. 129, 67069 Ludwigshafen
Von-Kieffer-Str. 14, 67065 Ludwigshafen
Wegelnburgstr. 33, 67065 Ludwigshafen
Adolf-Kolping-Str. 20, 67071 Ludwigshafen
Essener Str. 50, 45470 Mülheim an der Ruhr
Aktienstr. 322, 45473 Mülheim an der Ruhr
Heidestr. 25, 45476 Mülheim an der Ruhr
Duisburger Str. 283, 45478 Mülheim an der Ruhr
Duisburger Str. 365-371, 45478 Mülheim an der Ruhr
Düsseldorfer Straße 239, 45481 Mülheim an der Ruhr
Overfeldweg 3 - 5, 51371 Leverkusen
Friedrich-Ebertplatz 2, 51373 Leverkusen
Nobelstr. 3, 51373 Leverkusen
Düsseldorfer Str. 41-45, 51379 Leverkusen
Gerhart-Hauptmann-Str. 72, 51379 Leverkusen
Schlebuscher Str. 78, 51381 Leverkusen
Heinrichstr. 52, 64283 Darmstadt
Luisencenter 5, 64283 Darmstadt
Rüdesheimer Str. 119-123, 64285 Darmstadt
Dieburger Str. 24, 64287 Darmstadt
Rossdörfer Str. 11, 64287 Darmstadt
Europaplatz 2, 64293 Darmstadt
Leydhecker Str. 16, 64293 Darmstadt
Pallaswiesenstraße 70-72, 64293 Darmstadt
Berliner Allee 59, 64295 Darmstadt
Heidelberger Landstr. 236-240, 64297 Darmstadt
Liebfrauenstraße 34, 64289 Darmstadt
Thomas-Mann-Platz 6, 64291 Darmstadt
Bohmter Straße 64/64 c, 49074 Osnabrück
Lengericher Landstr. 2, 49078 Osnabrück
Heinrichstr. 37, 49080 Osnabrück
Quebecallee 6, 49090 Osnabrück
